,Neisseria elongata C2011003085,Neisseria elongata subsp. glycolytica 431 NMEN,Neisseria elongata subsp. glycolytica 404 NMEN,Neisseria elongata subsp. elongata ATCC 25295,Neisseria elongata subsp. glycolytica NCTC11050,Neisseria elongata M15910,Neisseria elongata subsp. glycolytica 1279 NMEN,Neisseria elongata C2013018262,Neisseria elongata C2014003241,Neisseria elongata subsp. glycolytica ATCC 29315 ATCC 29315,Neisseria elongata NCTC10660,Neisseria elongata M15911,Kingella potus NCTC13336,Kingella potus 3 SID 1128,Neisseria bacilliformis 203 NMEN,Neisseria bacilliformis 914 NLAC,Neisseria bacilliformis DSM 23338,Neisseria bacilliformis ATCC BAA 1200,Neisseria shayeganii DSM22244,Neisseria shayeganii 871,Eikenella corrodens FDAARGOS 1474,Eikenella corrodens ATCC 23834 ATCC 23834,Eikenella sp. NML03-A-027 NML03-A-027,Eikenella exigua PXX,Eikenella sp. NML96-A-049 NML96-A-049,Eikenella longinqua NML02-A-017,Eikenella sp. NML99-0057 NML99-0057,Eikenella corrodens EI 07,Eikenella sp. NML070372 NML070372,Eikenella sp. NML97-A-109 NML97-A-109,Eikenella sp. NML080894 NML080894,Eikenella sp. HMSC061C02 HMSC061C02,Eikenella halliae NML130454,Eikenella corrodens EI 01,Eikenella sp. NML120348 NML120348,Eikenella sp. HMSC073A11 HMSC073A11,Eikenella corrodens KCOM 1378,Eikenella corrodens NML130388,Eikenella corrodens EI 05,Eikenella corrodens NML04-0072,Eikenella corrodens NML140207,Eikenella corrodens 491 NMEN,Eikenella glucosivorans S3360,Eikenella corrodens NML01-0328,Eikenella corrodens EI 04,Eikenella corrodens NML01-0040,Eikenella corrodens EI 06,Eikenella sp. NML01-A-086 NML01-A-086,Eikenella exigua EI 02,Eikenella corrodens EI 03,Eikenella corrodens EI 08,Eikenella sp. HMSC071B05 HMSC071B05,Eikenella corrodens KCOM 3110,Eikenella corrodens EI 09,Eikenella corrodens NML120819,Eikenella corrodens NCTC10596,Eikenella corrodens CC92I CC92I,Eikenella sp. Marseille-P7795 Marseille-P7795,Kingella sp. CICC 24913 CICC 24913,Conchiformibius kuhniae DSM 17694 DSM 17694,Conchiformibius steedae COT-280,Conchiformibius steedae DSM 2580 DSM 2580,Conchiformibius steedae DSM 2580,Kingella denitrificans GC77,Kingella denitrificans ATCC 33394 ATCC 33394,Kingella denitrificans FDAARGOS 1060,Kingella denitrificans NCTC10995,Kingella bonacorsii Marseille-Q4569,Kingella oralis DSM 18271,Kingella oralis ATCC 51147 ATCC 51147,Alysiella filiformis DSM 16848,Alysiella filiformis DSM 16848 DSM 16848,Simonsiella muelleri ATCC 29453,Simonsiella muelleri DSM 2579,Alysiella crassa S6,Alysiella crassa NCTC10283,Alysiella crassa DSM 2578 DSM 2578,Kingella negevensis kingella eburonensis,Kingella negevensis Pharynx,Kingella negevensis SW7208426,Kingella kingae PV1748 PV1748,Kingella kingae KK113 KK113,Kingella kingae KK245 KK245,Kingella kingae BB114 BB114,Kingella kingae KK274,Kingella kingae NCTC10746,Kingella kingae ATCC 23332,Kingella kingae KK83 KK83,Kingella kingae 11220434 11220434,Kingella kingae KK12 KK12,Kingella kingae KK101 KK101,Kingella kingae KK260 KK260,Kingella kingae KK145 KK145,Kingella kingae KK156 KK156,Kingella kingae KK107 KK107,Kingella kingae KK6 KK6,Kingella kingae AA417 AA417,Kingella kingae KK411 KK411,Kingella kingae KK274 KK274,Kingella kingae KK199 KK199,Kingella kingae KK242 KK242,Kingella kingae CC254 CC254,Kingella kingae KK171 KK171,Kingella kingae KK3 KK3,Kingella kingae Vir5453 Vir5453,Kingella kingae BB631 BB631,Kingella kingae D2363 D2363,Kingella kingae BB060 BB060,Kingella kingae KK60 KK60,Kingella kingae KK88 KK88,Kingella kingae ATCC 23330 ATCC 23330,Kingella kingae 4177 66,Kingella kingae NCTC10529,Kingella kingae KK189 KK189,Kingella kingae KK141 KK141,Kingella kingae KK75 KK75,Kingella kingae AA068 AA068,Kingella kingae KK158 KK158,Kingella kingae KK56 KK56,Kingella kingae AA255 AA255,Kingella kingae AA105 AA105,Kingella kingae KK238 KK238,Kingella kingae BB016 BB016,Kingella kingae KK97 KK97,Kingella kingae KK93 KK93,Kingella kingae KK190 KK190,Kingella kingae KK128 KK128,Kingella kingae ATCC 23331,Kingella kingae PYKK081 PYKK081,Kingella kingae D7330 D7330,Kingella kingae chl4475,Kingella kingae chl3548,Kingella kingae chl2764,Kingella kingae F41215CHC
Kingella negevensis kingella eburonensis,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.606995,76.781433,77.12561,77.225975,77.010292,77.44519,77.61937,77.467682,77.57843,77.99176,78.033554,78.170509,78.663177,78.580086,78.891129,78.789688,79.003204,79.109596,79.0578,100,98.444466,98.390831,84.823784,84.740707,84.666603,84.779266,84.982819,85.318993,85.125748,84.753601,84.922607,84.831612,84.852875,84.634171,84.816055,84.718796,84.826294,84.769989,84.758392,84.820053,84.840302,84.782761,84.443924,84.46022,84.560196,84.842033,84.813354,84.634216,84.215408,84.65258,84.613998,84.510254,84.860901,84.954575,85.152,84.487625,84.375412,84.537262,84.59108,84.483139,84.764755,84.864258,84.62455,84.573563,84.734886,84.618912,84.546082,84.42778,84.518112,85.39679,85.324524,84.715179,85.272476,85.313957,85.276344,85.566895
Kingella negevensis Pharynx,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.633835,76.858047,77.260757,77.536247,77.266022,77.607208,77.605347,77.711838,77.770386,78.091881,78.117371,78.041893,78.704826,78.579437,79.285889,79.21759,79.128159,79.218697,79.135635,98.444466,100,99.694038,84.625397,84.701889,84.549416,84.594391,84.933846,85.261246,85.040611,84.878967,84.856277,84.816231,84.756081,84.728394,84.881271,84.821838,84.92305,84.941277,84.924873,84.756958,84.803009,84.868271,84.474319,84.519669,84.673279,84.778702,84.752441,84.682983,84.615936,84.604294,84.641922,84.60759,84.902145,84.928314,84.922806,84.644867,84.500572,84.627731,84.735535,84.611176,84.740646,84.856636,84.772842,84.625153,84.69236,84.544884,84.613724,84.621017,84.567047,85.399078,85.346001,84.522659,84.99585,84.932404,85.065887,85.340431
Kingella negevensis SW7208426,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.710571,76.839424,77.119339,77.500031,77.326958,77.474335,77.555923,77.741409,77.777939,78.109154,78.180168,78.070839,78.782776,78.518898,79.434746,79.313904,79.180542,79.191902,79.136421,98.390831,99.694038,100,85.022285,85.070618,84.974686,85.024696,85.182938,85.653381,85.376457,84.997284,84.991135,84.950554,85.069458,85.025238,85.199066,85.136635,85.156403,85.14682,85.195854,85.108841,85.13446,85.222382,85.035522,85.001045,84.898216,84.935898,85.017395,84.997986,84.998528,84.959991,85.137909,84.963333,85.193695,85.292503,85.444199,84.926109,84.936356,84.94632,85.11319,85.005524,85.070908,85.264473,85.046432,85.016907,85.008179,85.040802,85.032242,84.939178,84.976311,85.595337,85.827049,85.064407,85.064537,85.172882,85.147614,85.805649
Kingella kingae PV1748 PV1748,74,74,74,76.672913,74,74,74,74,74,74,76.927933,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.116013,77.562866,77.599182,77.569496,77.749184,78.035507,78.060692,77.974564,77.961121,77.980942,78.04892,79.569008,79.444336,80.070236,79.943077,79.728287,79.743973,79.680283,84.823784,84.625397,85.022285,100,99.525223,98.607742,98.62114,98.431717,98.185333,98.143288,98.379158,98.406982,98.392288,98.3022,98.280914,98.328629,98.285065,98.329308,98.298187,98.306519,98.29377,98.278671,98.29837,97.827011,97.920166,97.943604,97.957336,98.011299,97.908661,98.001999,97.958443,97.959488,97.94574,98.156342,98.14537,98.077469,97.989998,97.917908,98.015244,98.038971,97.936172,97.935364,98.089005,98.001999,97.957123,98.051575,97.977219,97.908691,97.990036,97.950104,97.87355,97.894638,98.065414,98.099426,98.133209,98.167221,98.073914
Kingella kingae KK113 KK113,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.08651,77.527397,77.58577,77.534256,77.799217,77.988388,78.028824,77.950241,77.891266,77.987015,78.004395,79.522034,79.443954,80.007263,79.981384,79.762009,79.754372,79.661049,84.740707,84.701889,85.070618,99.525223,100,98.621979,98.660675,98.454224,98.19223,98.17234,98.405434,98.437988,98.4226,98.322495,98.316177,98.371643,98.338181,98.37233,98.350082,98.354607,98.31456,98.30249,98.345261,97.825104,97.837334,97.927544,97.974945,98.035278,97.876434,97.967957,97.998123,97.963654,97.934196,98.192902,98.18364,98.123741,97.930359,97.907013,97.932037,98.046082,97.924438,97.958374,98.134903,97.99498,97.909393,98.024399,97.950256,97.924316,97.948433,97.88562,97.897713,97.921387,98.072647,98.114487,98.144821,98.188042,98.146828
Kingella kingae KK245 KK245,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.177834,77.593613,77.574051,77.487549,77.866699,78.011322,78.097794,77.981346,77.878937,77.934875,78.008194,79.610764,79.446457,79.873779,79.953499,79.80014,79.748917,79.736588,84.666603,84.549416,84.974686,98.607742,98.621979,100,99.52449,99.296509,98.250061,98.209885,98.419449,98.448898,98.438492,98.349442,98.338852,98.381699,98.340256,98.383492,98.360603,98.362228,98.344292,98.328018,98.350677,97.86322,97.824814,97.973663,97.98642,98.076057,97.897957,97.96788,98.027451,97.980118,97.964737,98.154373,98.151138,98.091187,98.004379,97.968216,98.013138,98.034286,97.9814,97.93821,98.150436,98.008224,97.968002,98.050476,97.969574,97.933647,97.965645,97.944016,97.977158,98.010323,98.090721,98.188141,98.187416,98.23497,98.109215
Kingella kingae BB114 BB114,74,74,74,76.669838,74,74,74,74,74,74,76.89917,76.804802,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.170593,77.554367,77.465622,77.4394,77.846748,77.987549,78.077759,77.961586,77.893333,77.939728,78.004776,79.66954,79.509872,79.964691,79.963997,79.796173,79.827423,79.809357,84.779266,84.594391,85.024696,98.62114,98.660675,99.52449,100,99.400162,98.289749,98.271683,98.485535,98.491272,98.498497,98.394394,98.383263,98.438583,98.401382,98.441071,98.416306,98.427895,98.384491,98.371811,98.411507,97.932999,97.842888,98.007294,98.016792,98.114197,97.902443,97.957405,98.076187,98.001785,98.01104,98.223976,98.23381,98.137329,98.022919,97.968666,98.017624,98.083374,97.983994,97.970901,98.203697,98.055283,97.986588,98.067337,97.993561,97.939392,97.992935,97.985741,98.002731,97.988716,98.135468,98.205734,98.246277,98.247849,98.178345
Kingella kingae KK274,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.14624,77.585594,77.496124,77.474365,77.781807,78.755989,78.777802,78.673065,78.232422,77.89888,78.049248,79.486824,79.37648,80.36985,80.32534,79.844597,79.827957,79.875824,84.982819,84.933846,85.182938,98.431717,98.454224,99.296509,99.400162,100,98.34623,98.355301,98.2491,98.318649,98.254044,98.182686,98.214767,98.264511,98.206505,98.227119,98.229965,98.222847,98.186111,98.20166,98.230942,97.6222,97.651184,97.838867,97.840622,97.95742,97.689209,97.800903,97.880264,97.823105,97.885269,98.327209,98.326294,98.288254,97.791595,97.728088,97.807175,97.935928,97.858437,97.80629,98.018524,97.85907,97.791412,97.8927,97.747597,97.770279,97.731201,97.816528,98.17691,98.202301,97.960007,98.360344,98.391815,98.415817,98.362083
Kingella kingae NCTC10746,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.127853,77.53907,77.543076,77.497887,77.982651,78.087784,78.271606,78.162796,77.875137,78.065872,78.136703,79.571518,79.295563,80.351608,80.33078,79.942863,79.896805,79.919678,85.318993,85.261246,85.653381,98.185333,98.19223,98.250061,98.289749,98.34623,100,99.998871,99.343643,99.379166,99.374184,98.813354,98.792503,98.857216,98.814545,98.846115,98.829544,98.835663,98.794159,98.804176,98.83522,97.794655,97.795731,98.013634,97.967049,98.104378,97.906219,97.83905,98.000595,97.921463,97.973465,98.347672,98.305649,98.303558,97.916649,97.83548,97.904785,97.96801,97.924294,97.944885,98.195984,98.010262,97.871292,97.949738,97.797852,97.847992,97.82795,97.856598,98.120056,98.040375,97.981339,98.264847,98.271774,98.267616,98.255264
Kingella kingae ATCC 23332,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.158218,77.58461,77.685425,77.616119,77.94043,78.121475,78.246689,78.189819,78.020401,77.959778,78.084015,79.745415,79.414062,80.294312,80.398407,79.972946,79.999161,79.95813,85.125748,85.040611,85.376457,98.143288,98.17234,98.209885,98.271683,98.355301,99.998871,100,99.359131,99.403992,99.385681,98.829681,98.808327,98.881912,98.829834,98.862976,98.8479,98.843369,98.799332,98.806534,98.845924,97.819077,97.822289,98.00383,97.994949,98.120247,97.92749,97.823784,98.031479,97.935196,98.016464,98.345222,98.290344,98.313797,97.898544,97.811584,97.91423,97.972954,97.927109,97.945442,98.205956,98.012932,97.843536,97.946732,97.798378,97.825043,97.841682,97.824005,98.104477,98.008804,97.99884,98.279861,98.296951,98.28405,98.260452
Kingella kingae KK83 KK83,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.04039,77.394585,77.478653,77.45639,77.886414,78.057266,78.143692,78.019897,77.842041,77.845978,77.976967,79.525948,79.368011,79.932899,80.022118,79.917336,79.917084,80.009659,84.753601,84.878967,84.997284,98.379158,98.405434,98.419449,98.485535,98.2491,99.343643,99.359131,100,99.878403,99.907265,98.989853,98.957329,99.00528,98.969757,99.004181,98.986053,98.989563,98.969574,98.970711,98.988983,98.044525,98.071075,98.216629,98.229874,98.370911,98.188858,98.066208,98.190765,98.128502,98.222908,98.264099,98.157532,98.153191,98.127953,98.022736,98.113602,98.20639,98.101242,98.218399,98.426605,98.232758,98.098602,98.162598,98.032043,98.072571,98.06723,98.09436,97.995499,98.017159,98.205994,98.244293,98.266235,98.251511,98.178467
Kingella kingae 11220434 11220434,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.088257,77.524178,77.564224,77.478012,77.880508,78.051331,78.058441,77.993332,77.680573,77.766998,77.870987,79.603973,79.424995,80.08876,80.121994,79.922264,79.887085,80.013596,84.922607,84.856277,84.991135,98.406982,98.437988,98.448898,98.491272,98.318649,99.379166,99.403992,99.878403,100,99.905319,99.002663,98.984138,99.027763,98.993942,99.01767,99.000351,99.009483,98.97995,98.983521,99.010162,97.969749,98.045677,98.21666,98.260376,98.379166,98.153229,98.029343,98.223038,98.13736,98.231873,98.311127,98.285965,98.24337,98.129204,98.027344,98.132103,98.2174,98.13089,98.215607,98.444389,98.24118,98.103149,98.193298,98.079742,98.041534,98.015747,98.061012,98.061211,98.031769,98.221046,98.305069,98.289963,98.327347,98.271805
Kingella kingae KK12 KK12,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.077438,77.395676,77.460571,77.44986,77.877419,78.104309,78.137344,78.08078,77.816978,77.884247,77.960579,79.521515,79.323242,79.929291,80.02652,79.912567,79.918701,79.998497,84.831612,84.816231,84.950554,98.392288,98.4226,98.438492,98.498497,98.254044,99.374184,99.385681,99.907265,99.905319,100,99.007851,98.986435,99.031235,98.997116,99.028915,99.013351,99.017471,98.987335,98.989655,99.01564,98.054428,98.065727,98.22261,98.258621,98.379662,98.194435,98.059601,98.224762,98.144089,98.237915,98.28923,98.182953,98.185173,98.130768,98.047211,98.141289,98.2248,98.122406,98.225372,98.444565,98.255615,98.118088,98.167366,98.040939,98.086182,98.07663,98.097946,97.98172,98.026855,98.205345,98.26812,98.271332,98.243912,98.195076
Kingella kingae KK101 KK101,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.035172,77.444275,77.571243,77.482521,77.901993,78.051056,78.062393,77.940109,77.775108,77.885262,78.014984,79.556824,79.397491,79.921555,80.047607,79.804245,79.837021,79.935738,84.852875,84.756081,85.069458,98.3022,98.322495,98.349442,98.394394,98.182686,98.813354,98.829681,98.989853,99.002663,99.007851,100,99.712967,99.76683,99.718407,99.77623,99.719345,99.71048,99.674973,99.670761,99.704193,97.959259,97.922684,98.133842,98.126175,98.243011,98.04303,97.980347,98.129349,98.049316,98.114334,98.250092,98.187866,98.151382,98.062469,97.940369,98.046173,98.119827,98.036041,98.08934,98.312866,98.114594,98.020645,98.115456,98.037766,98.045593,97.974998,98.022385,97.972977,97.935539,98.140472,98.197739,98.22377,98.227638,98.138428
Kingella kingae KK260 KK260,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.087799,77.461845,77.539215,77.482864,77.899399,78.018829,78.037048,77.920097,77.803635,77.943695,78.049881,79.595177,79.429108,80.009781,80.066742,79.834747,79.84861,79.929047,84.634171,84.728394,85.025238,98.280914,98.316177,98.338852,98.383263,98.214767,98.792503,98.808327,98.957329,98.984138,98.986435,99.712967,100,99.757416,99.76812,99.760895,99.703003,99.694931,99.652321,99.646584,99.689148,97.951996,97.959656,98.145477,98.132507,98.254944,98.055031,97.966675,98.109009,98.028,98.761,98.247269,98.17672,98.145744,98.064377,97.983383,98.045349,98.133987,98.056503,98.072937,98.312317,98.115021,98.031021,98.109283,97.963326,98.053864,97.996033,98.041672,97.986137,97.997955,98.154678,98.178627,98.209572,98.232346,98.164864
Kingella kingae KK145 KK145,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.107422,77.395081,77.514069,77.506386,77.848083,78.047989,78.077026,77.947662,77.868256,77.95256,78.055702,79.551392,79.339767,80.018417,80.050919,79.881165,79.889435,79.961929,84.816055,84.881271,85.199066,98.328629,98.371643,98.381699,98.438583,98.264511,98.857216,98.881912,99.00528,99.027763,99.031235,99.76683,99.757416,100,99.81974,99.876801,99.797989,99.786873,99.703094,99.70813,99.79422,98.005417,97.967346,98.147583,98.175102,98.293579,98.090485,98.040665,98.156883,98.067474,98.142365,98.279289,98.199997,98.22982,98.089668,97.977005,98.07019,98.166695,98.048447,98.137863,98.365723,98.174797,98.047546,98.161758,98.00705,98.082611,98.049591,98.068741,98.028435,97.990631,98.185646,98.27491,98.267159,98.279099,98.167816
Kingella kingae KK156 KK156,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.118042,77.454971,77.489685,77.498627,77.885597,78.050446,78.087158,77.983887,77.821938,77.942116,78.077705,79.576141,79.400803,80.020409,80.079437,79.841812,79.815826,79.942078,84.718796,84.821838,85.136635,98.285065,98.338181,98.340256,98.401382,98.206505,98.814545,98.829834,98.969757,98.993942,98.997116,99.718407,99.76812,99.81974,100,99.803818,99.746964,99.740135,99.659775,99.663651,99.751709,97.946869,97.957848,98.146149,98.139801,98.266266,98.063049,98.001999,98.108917,98.01255,98.088486,98.251465,98.187469,98.171059,98.039581,97.954285,98.019318,98.148651,98.05365,98.074066,98.319229,98.122696,98.020439,98.132889,97.962326,98.05574,97.9795,98.040176,98.023117,97.996338,98.157623,98.23558,98.217804,98.234955,98.157562
Kingella kingae KK107 KK107,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.10569,77.411346,77.514076,77.445007,77.879005,78.001053,78.086807,77.945053,77.826141,77.9487,78.045418,79.548294,79.345764,79.972366,80.045158,79.893524,79.884064,79.999237,84.826294,84.92305,85.156403,98.329308,98.37233,98.383492,98.441071,98.227119,98.846115,98.862976,99.004181,99.01767,99.028915,99.77623,99.760895,99.876801,99.803818,100,99.801468,99.792389,99.714149,99.715637,99.77919,97.99025,97.949173,98.187164,98.165558,98.298386,98.093826,98.028412,98.15094,98.059311,98.147934,98.299606,98.163544,98.187912,98.096809,97.94783,98.081085,98.164314,98.057228,98.142433,98.362503,98.170792,98.053238,98.166885,98.03244,98.071213,98.017189,98.056114,98.0196,97.998772,98.184242,98.219498,98.254486,98.253281,98.189964
Kingella kingae KK6 KK6,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.11145,77.444214,77.555115,77.537445,77.85714,78.058411,78.12365,78.019211,77.868759,77.966774,78.04277,79.63179,79.399643,79.980331,80.008636,79.917236,79.875008,79.922981,84.769989,84.941277,85.14682,98.298187,98.350082,98.360603,98.416306,98.229965,98.829544,98.8479,98.986053,99.000351,99.013351,99.719345,99.703003,99.797989,99.746964,99.801468,100,99.83429,99.735901,99.751953,99.813492,97.982697,97.98098,98.159599,98.144585,98.27153,98.070663,98.006531,98.15477,98.063507,98.141846,98.272247,98.149551,98.17627,98.08609,97.958374,98.083595,98.152206,98.04557,98.129898,98.348701,98.170204,98.029366,98.161865,98.01915,98.080948,98.064117,98.047897,98.000824,97.993095,98.179123,98.204041,98.24707,98.222641,98.17186
Kingella kingae AA417 AA417,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.13353,77.405922,77.547882,77.54834,77.854347,78.071861,78.130615,78.025642,77.862885,77.957535,78.043228,79.648033,79.399307,80.015961,80.021225,79.933899,79.87645,79.947968,84.758392,84.924873,85.195854,98.306519,98.354607,98.362228,98.427895,98.222847,98.835663,98.843369,98.989563,99.009483,99.017471,99.71048,99.694931,99.786873,99.740135,99.792389,99.83429,100,99.754768,99.79422,99.84523,97.974655,97.976967,98.153305,98.157677,98.273026,98.07811,98.036072,98.139534,98.043121,98.141151,98.270256,98.155899,98.195251,98.090668,97.956474,98.079605,98.158325,98.057892,98.133743,98.349335,98.163506,98.033554,98.158272,98.016731,98.091919,98.022591,98.056915,98.0121,97.992432,98.166893,98.26,98.256584,98.270187,98.190987
Kingella kingae KK411 KK411,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.117722,77.409508,77.53698,77.459686,77.830856,78.072678,78.160767,78.040619,77.780441,77.961357,78.052567,79.624596,79.423447,79.966209,80.027328,79.802414,79.800369,79.908127,84.820053,84.756958,85.108841,98.29377,98.31456,98.344292,98.384491,98.186111,98.794159,98.799332,98.969574,98.97995,98.987335,99.674973,99.652321,99.703094,99.659775,99.714149,99.735901,99.754768,100,99.718582,99.748711,97.967606,97.925026,98.11895,98.111755,98.233559,98.037758,97.976898,98.093536,98.030441,98.08638,98.219597,98.132568,98.12957,98.03447,97.927887,98.02401,98.10936,98.003502,98.081238,98.295738,98.104202,98.018799,98.0914,97.985237,98.002823,97.97728,98.020157,97.913399,97.949829,98.114418,98.181747,98.201904,98.222618,98.145706
Kingella kingae KK274 KK274,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.051163,77.404572,77.530975,77.452438,77.861435,78.112946,78.113861,78.001663,77.807266,77.894646,78.062256,79.629181,79.426788,80.016266,80.076416,79.847244,79.834366,79.935806,84.840302,84.803009,85.13446,98.278671,98.30249,98.328018,98.371811,98.20166,98.804176,98.806534,98.970711,98.983521,98.989655,99.670761,99.646584,99.70813,99.663651,99.715637,99.751953,99.79422,99.718582,100,99.767776,97.972977,97.947708,98.132935,98.487,98.223541,98.026932,97.977829,98.093063,98.037445,98.103912,98.21109,98.143478,98.134529,98.043839,97.923729,98.03862,98.108459,98.027573,98.08255,98.298775,98.112457,97.999298,98.113052,98.017532,98.021034,98.039474,98.028908,97.939758,97.955963,98.122406,98.191147,98.202568,98.204453,98.137299
Kingella kingae KK199 KK199,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.106705,77.400864,77.536407,77.474167,77.86116,78.067329,78.179283,78.046661,77.87207,77.983047,78.07782,79.610916,79.416283,80.003944,80.017212,79.915176,79.854195,79.919281,84.782761,84.868271,85.222382,98.29837,98.345261,98.350677,98.411507,98.230942,98.83522,98.845924,98.988983,99.010162,99.01564,99.704193,99.689148,99.79422,99.751709,99.77919,99.813492,99.84523,99.748711,99.767776,100,97.94709,97.9067,98.157158,98.149521,98.269089,98.082611,98.013977,98.132217,98.037704,98.122375,98.261078,98.164619,98.199326,98.083046,97.967857,98.068878,98.154999,98.057434,98.123299,98.338699,98.159081,98.020187,98.149719,97.99971,98.074287,98.023514,98.074715,98.024078,97.958328,98.169678,98.252853,98.248848,98.255264,98.181931
